Career,Citizenship,Nationality,Year_of_Study,Gender,Department,Housing_Type,Events_Volunteered,Events_Participated,Activities_Interested,Activities_Passionate,Stress_Level,Student_Life_Satisfaction,Effort_For_Interaction,Response_ID,Societies_Participation,Clubs_Participation,Academic_Stress,Financial_Stress,Family_Stress,Friend_Stress
UGRD,Country Citizen,Singapore,2,F,School of Design & Environment,Out of Campus,0,1,1,2,4,3,2,2458,Yes,No,Yes,Yes,Yes,No
GRAD,Foreigner,India,1,F,School of Systems Science,Out of Campus,0,2,5,6,2,2,3,2459,Yes,No,Yes,No,No,No
NGRD,Foreigner,Turkey,1,F,School of Exchange Students,Residential Colleges,1,4,4,2,5,3,3,2460,Yes,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,1,1,1,1,1,2,2,2461,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,1,2,3,2,6,2,1,2462,Yes,Yes,Yes,Yes,Yes,Yes
UGRD,Permanent Resident,Malaysia,3,F,School of Science,Out of Campus,4,2,2,2,4,2,1,2463,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,1,1,4,2,4,2,2,2464,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,M,School of Science,Out of Campus,3,2,2,9,2,2,2,2465,Yes,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Residential Colleges,0,3,2,2,5,2,2,2466,Yes,No,No,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,4,F,School of Business School,Halls,0,3,1,1,4,3,1,2467,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Business School,Halls,0,1,2,1,2,2,2,2468,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Design & Environment,Out of Campus,0,1,1,4,2,2,1,2469,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,3,2,2,2,6,2,2,2470,Yes,No,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,1,M,School of Science,Residences,2,2,5,2,1,3,2,2471,Yes,No,No,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Design & Environment,Out of Campus,0,1,2,4,3,1,2,2472,Yes,No,Yes,Yes,No,No
UGRD,Permanent Resident,Taiwan,1,F,School of Design & Environment,Out of Campus,1,0,1,2,3,1,2,2473,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,1,2,6,6,3,2,2,2474,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,0,1,4,2,4,2,2,2475,No,Yes,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,2,F,School of Engineering,Out of Campus,1,1,5,3,6,0,1,2476,No,No,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,2,1,3,3,2,2,1,2477,Yes,No,Yes,Yes,No,No
UGRD,Foreigner,Malaysia,2,F,School of Science,Residential Colleges,6,2,3,7,1,2,2,2478,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Business School,Out of Campus,3,1,3,1,4,2,3,2479,No,Yes,Yes,No,Yes,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,1,1,1,4,1,2,3,2480,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,0,1,2,1,1,2,1,2481,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Design & Environment,Halls,0,2,4,3,2,2,2,2482,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Engineering,Halls,6,3,4,4,2,2,2,2483,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Dentistry,Out of Campus,0,0,2,1,3,1,2,2484,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,0,2,1,2,2,3,2,2485,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Science,Out of Campus,0,1,1,1,2,2,1,2486,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Halls,1,2,3,1,4,2,2,2487,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,1,1,1,5,4,1,2,2488,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Arts & Social Science,Out of Campus,1,0,2,2,4,2,1,2489,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,3,2,2,4,2,2,1,2490,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,0,2,3,3,2,2,3,2491,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Engineering,Out of Campus,0,3,4,9,7,2,2,2492,Yes,Yes,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,2,M,School of Arts & Social Science,Out of Campus,0,0,2,3,1,2,1,2493,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Business School,Out of Campus,2,1,3,1,2,1,2,2494,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,M,School of Law,Out of Campus,3,1,2,2,1,1,2,2495,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Design & Environment,Out of Campus,2,1,2,2,4,2,2,2496,No,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,3,M,School of Medicine1,Out of Campus,7,2,4,7,5,2,2,2497,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,4,F,School of Business School,Out of Campus,3,3,4,8,2,2,2,2498,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,M,School of Law,Out of Campus,4,2,1,6,4,2,1,2499,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,1,2,3,2,2,1,2,2500,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,0,1,3,2,2,2,2501,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Engineering,Residential Colleges,5,2,2,6,2,2,2,2502,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,3,2,4,4,5,2,2,2503,Yes,Yes,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,0,3,3,3,2,2,2504,No,No,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,3,F,School of Design & Environment,Out of Campus,1,0,2,4,1,2,2,2505,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Residential Colleges,2,2,3,5,8,1,2,2506,Yes,No,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,2,1,2,1,2,2,2,2507,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,0,2,2,2,2,2,2,2508,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Arts & Social Science,Out of Campus,1,1,1,2,3,2,2,2509,Yes,No,No,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Science,Out of Campus,2,1,2,6,1,1,2,2510,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,M,School of Arts & Social Science,Out of Campus,3,3,3,5,6,3,2,2511,No,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Residences,1,2,3,3,2,1,2,2512,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,0,0,2,2,2,2,2,2513,No,No,Yes,No,Yes,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,2,1,2,2,2,2,2,2514,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Halls,1,1,2,2,2,2,1,2515,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Business School,Halls,4,1,4,6,3,1,2,2516,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,2,3,4,5,5,2,1,2517,No,No,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,2,F,School of Engineering,Out of Campus,1,1,3,3,4,2,2,2518,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,M,School of Computing,Out of Campus,0,2,2,2,5,2,2,2519,No,Yes,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,2,M,School of Arts & Social Science,Halls,0,3,3,4,3,2,2,2520,Yes,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Design & Environment,Out of Campus,0,1,2,8,1,2,1,2521,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Computing,Out of Campus,2,3,3,4,6,2,2,2522,No,Yes,Yes,No,Yes,No
UGRD,Country Citizen,Singapore,1,F,School of Engineering,Out of Campus,0,2,4,3,2,2,2,2523,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Business School,Out of Campus,1,1,2,2,5,2,2,2524,No,Yes,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,2,M,School of Science,Out of Campus,2,0,2,2,4,2,2,2525,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Medicine1,Out of Campus,0,0,2,3,4,2,2,2526,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Engineering,Out of Campus,1,1,1,4,2,2,2,2527,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Science,Halls,3,1,5,4,3,2,2,2528,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Business School,Out of Campus,1,1,2,5,3,2,2,2529,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Out of Campus,0,2,3,1,2,2,2,2530,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Out of Campus,2,3,3,2,4,2,2,2531,Yes,No,Yes,No,No,Yes
UGRD,Permanent Resident,Malaysia,1,M,School of Engineering,Out of Campus,3,2,2,3,2,3,2,2532,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,2,4,2,4,1,2,3,2533,Yes,Yes,No,No,No,No
UGRD,Foreigner,Malaysia,2,M,School of Engineering,Halls,4,2,1,5,2,2,2,2534,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,2,1,1,8,4,2,3,2535,Yes,No,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,3,M,School of Engineering,Out of Campus,1,2,2,2,2,2,2,2536,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,0,1,2,3,5,2,2,2537,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,0,1,2,4,7,2,2,2538,No,No,Yes,No,Yes,Yes
UGRD,Country Citizen,Singapore,2,F,School of Law,Residential Colleges,5,4,4,5,4,2,2,2539,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Medicine1,Halls,0,1,4,3,4,2,2,2540,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,0,2,2,3,5,2,2,2541,Yes,No,Yes,No,Yes,Yes
UGRD,Country Citizen,Singapore,3,F,School of Business School,Out of Campus,4,1,3,3,3,2,1,2542,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Business School,Out of Campus,3,2,3,3,3,2,1,2543,Yes,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Halls,3,1,3,5,3,2,2,2544,No,No,Yes,Yes,No,No
GRAD,Country Citizen,Singapore,2,F,School of International Science,Out of Campus,0,1,4,2,4,1,2,2545,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Design & Environment,Out of Campus,0,1,4,2,2,2,2,2546,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,M,School of Engineering,Residential Colleges,3,1,4,5,1,3,2,2547,No,Yes,No,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Arts & Social Science,Out of Campus,0,2,3,8,4,2,2,2548,Yes,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,4,F,School of Engineering,Out of Campus,0,2,3,4,3,3,2,2549,No,Yes,Yes,Yes,No,Yes
GRAD,Foreigner,Malaysia,1,F,School of Public Policy,Out of Campus,2,3,5,3,2,2,2,2550,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Medicine1,Out of Campus,0,0,1,1,1,1,2,2551,No,No,No,Yes,No,No
GRAD,Foreigner,India,1,M,School of Systems Science,Out of Campus,2,1,4,4,1,3,3,2552,No,No,No,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Business School,Out of Campus,3,2,4,3,6,2,2,2553,Yes,No,Yes,No,Yes,Yes
UGRD,Country Citizen,Singapore,1,M,School of Science,Out of Campus,3,1,4,7,3,2,2,2554,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Engineering,Halls,0,2,3,2,4,2,2,2555,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,M,School of Business School,Out of Campus,2,2,4,2,2,2,2,2556,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Engineering,Out of Campus,3,1,4,9,4,2,2,2557,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,0,2,5,3,1,2,2,2558,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Engineering,Halls,2,2,4,3,3,2,2,2559,Yes,No,Yes,No,No,No
GRAD,Foreigner,Germany,1,M,School of Business School,Out of Campus,1,0,1,2,1,2,2,2560,No,No,No,Yes,No,No
UGRD,Country Citizen,Singapore,1,M,School of Arts & Social Science,Residential Colleges,0,1,2,2,3,2,2,2561,No,No,No,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Halls,1,3,4,5,3,2,2,2562,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Science,Out of Campus,1,2,2,2,2,2,2,2563,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Engineering,Out of Campus,0,1,1,1,4,2,2,2564,No,Yes,Yes,No,No,Yes
UGRD,Permanent Resident,Malaysia,1,F,School of Science,Residential Colleges,0,0,4,3,3,1,2,2565,No,No,Yes,No,No,Yes
UGRD,Permanent Resident,India,2,F,School of Computing,Out of Campus,2,2,2,4,2,2,3,2566,No,No,Yes,No,No,No
GRAD,Country Citizen,Singapore,4,F,School of Medicine2,Out of Campus,3,1,1,2,1,2,2,2567,No,Yes,No,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Foreign College,Out of Campus,2,3,5,1,2,3,3,2568,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Business School,Out of Campus,0,0,1,1,2,1,1,2569,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,0,0,1,1,2,2,1,2570,No,No,Yes,No,No,No
UGRD,Foreigner,Malaysia,3,M,School of Engineering,Halls,2,1,4,5,3,1,2,2571,No,Yes,Yes,Yes,No,No
GRAD,Country Citizen,Singapore,1,M,School of Science,Out of Campus,0,0,3,3,2,2,3,2572,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,1,1,5,10,3,1,2,2573,Yes,No,No,No,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,0,1,3,2,2,2,2,2574,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,0,1,3,2,4,1,2,2575,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,4,M,School of Arts & Social Science,Out of Campus,0,2,1,2,4,2,1,2576,Yes,No,Yes,No,Yes,No
GRAD,Country Citizen,Singapore,1,F,School of Science,Out of Campus,3,1,4,4,3,2,2,2577,Yes,No,Yes,No,Yes,No
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Out of Campus,0,0,2,2,3,2,2,2578,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,3,2,4,8,5,2,2,2579,Yes,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Out of Campus,0,2,3,5,4,2,2,2580,Yes,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Science,Out of Campus,0,1,3,6,4,2,3,2581,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,0,2,4,4,2,2,2582,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,3,0,4,7,3,2,2,2583,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Out of Campus,4,4,7,10,3,3,3,2584,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Residential Colleges,1,2,3,4,3,2,2,2585,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Out of Campus,1,3,3,4,2,2,2,2586,No,No,Yes,No,Yes,No
UGRD,Country Citizen,Singapore,1,F,School of Design & Environment,Halls,0,1,4,6,3,2,2,2587,No,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,5,F,School of Business School,Out of Campus,2,3,3,2,3,3,2,2588,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,1,2,5,5,4,2,3,2589,Yes,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,0,1,1,1,4,2,2,2590,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,2,1,3,6,2,2,2,2591,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Engineering,Out of Campus,1,2,2,3,1,2,2,2592,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,M,School of Engineering,Out of Campus,0,1,1,2,3,2,2,2593,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,M,School of Engineering,Out of Campus,2,3,5,2,4,2,2,2594,No,Yes,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,3,1,1,3,2,1,2,2595,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Science,Halls,2,1,3,1,2,2,1,2596,Yes,No,No,Yes,Yes,No
UGRD,Country Citizen,Singapore,2,M,School of Arts & Social Science,Out of Campus,1,2,5,2,4,2,1,2597,Yes,No,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,2,F,School of Computing,Out of Campus,1,0,2,10,7,0,1,2598,No,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Medicine1,Halls,2,1,2,3,1,2,2,2599,Yes,No,No,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Engineering,Out of Campus,0,0,3,2,2,2,2,2600,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Design & Environment,Out of Campus,0,0,2,2,2,2,2,2601,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Arts & Social Science,Out of Campus,0,0,3,3,2,2,1,2602,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Residential Colleges,4,2,4,2,6,2,2,2603,No,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Science,Out of Campus,0,1,3,3,3,2,2,2604,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Residential Colleges,0,2,2,2,4,2,2,2605,Yes,No,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,2,M,School of Arts & Social Science,Out of Campus,1,3,3,3,1,2,2,2606,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,2,2,2,2,5,2,2,2607,Yes,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Halls,0,3,3,2,3,2,2,2608,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,2,1,2,2,3,2,2,2609,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,2,1,3,5,2,2,2,2610,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Science,Out of Campus,0,1,4,4,3,1,3,2611,Yes,No,Yes,No,No,No
UGRD,Foreigner,Viet Nam,1,F,School of Arts & Social Science,Out of Campus,2,2,4,2,4,1,2,2612,Yes,No,Yes,Yes,No,No
UGRD,Permanent Resident,Taiwan,3,F,School of Science,Out of Campus,3,2,4,3,2,1,2,2613,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Business School,Residential Colleges,2,1,4,4,5,2,2,2614,No,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Business School,Halls,5,2,1,2,2,2,2,2615,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Design & Environment,Out of Campus,0,0,1,1,1,1,2,2616,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Design & Environment,Halls,0,1,2,1,3,2,1,2617,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Halls,4,2,2,4,3,3,2,2618,No,Yes,Yes,Yes,No,No
UGRD,Foreigner,Indonesia,1,F,School of Arts & Social Science,Residential Colleges,1,2,5,5,5,2,2,2619,Yes,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,2,2,4,8,2,2,3,2620,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Business School,Residential Colleges,4,3,4,3,6,2,2,2621,Yes,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,3,M,School of Arts & Social Science,Halls,0,1,4,1,1,1,1,2622,No,No,Yes,No,No,No
GRAD,Foreigner,India,1,F,School of Systems Science,Out of Campus,0,2,4,3,3,2,2,2623,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,3,3,1,4,3,2,0,2624,Yes,Yes,Yes,No,No,No
UGRD,Permanent Resident,India,1,M,School of Engineering,Residential Colleges,0,2,3,2,2,2,1,2625,Yes,No,Yes,No,No,No
UGRD,Permanent Resident,Indonesia,2,F,School of Arts & Social Science,Halls,0,2,2,2,4,1,2,2626,No,Yes,Yes,No,No,Yes
UGRD,Permanent Resident,India,4,F,School of Science,Halls,1,2,4,4,4,1,2,2627,No,No,No,No,Yes,No
UGRD,Country Citizen,Singapore,1,M,School of Arts & Social Science,Out of Campus,0,0,2,3,1,2,2,2628,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,0,1,1,1,4,2,2,2629,Yes,No,Yes,No,No,No
UGRD,Permanent Resident,India,1,F,School of Arts & Social Science,Out of Campus,0,1,4,0,3,1,3,2630,No,No,No,Yes,No,No
UGRD,Country Citizen,Singapore,2,M,School of Law,Residential Colleges,2,2,7,3,2,2,2,2631,Yes,No,Yes,No,No,No
GRAD,Foreigner,Thailand,1,M,School of Engineering,Residences,0,3,4,2,5,2,2,2632,Yes,Yes,Yes,Yes,No,No
GRAD,Permanent Resident,Malaysia,1,M,School of Systems Science,Out of Campus,0,2,5,3,3,2,2,2633,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,1,1,3,5,2,2,2,2634,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Science,Out of Campus,4,0,3,5,2,2,2,2635,No,No,Yes,No,No,No
UGRD,Foreigner,Malaysia,4,F,School of Science,Out of Campus,1,0,1,1,2,1,1,2636,No,No,Yes,No,No,No
NGRD,Foreigner,Netherlands,1,M,School of Exchange Students,Residences,0,0,2,3,2,3,2,2637,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Business School,Halls,2,2,4,2,7,2,3,2638,No,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Computing,Residences,0,1,2,2,1,3,3,2639,No,No,No,No,No,No
NGRD,Foreigner,Hong Kong,1,F,School of Exchange Students,Residences,0,1,2,2,3,2,2,2640,No,No,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,1,F,School of Design & Environment,Residential Colleges,0,1,1,1,3,2,2,2641,No,No,Yes,No,No,Yes
GRAD,Foreigner,China,1,M,School of Engineering,Out of Campus,0,0,6,2,2,2,2,2642,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,M,School of Computing,Out of Campus,0,2,3,2,3,2,2,2643,No,Yes,Yes,Yes,No,No
GRAD,Foreigner,China,2,M,School of Science,Residences,0,0,1,1,1,2,2,2644,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,0,1,4,2,3,2,3,2645,No,Yes,Yes,Yes,No,No
UGRD,Permanent Resident,China,1,F,School of Science,Halls,1,2,2,2,4,2,2,2646,No,No,Yes,Yes,No,No
GRAD,Permanent Resident,China,1,F,School of Engineering,Residences,1,1,3,2,2,3,3,2647,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Arts & Social Science,Out of Campus,1,2,3,3,4,2,2,2648,No,Yes,Yes,No,No,No
GRAD,Foreigner,Taiwan,2,F,School of Engineering,Out of Campus,0,0,3,1,2,2,2,2649,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,2,0,2,5,4,2,1,2650,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Engineering,Out of Campus,3,1,3,3,2,3,1,2651,No,No,Yes,No,No,No
UGRD,Permanent Resident,Taiwan,1,M,School of Arts & Social Science,Out of Campus,0,2,4,7,6,2,2,2652,No,Yes,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,1,F,School of Engineering,Out of Campus,2,2,3,3,2,2,2,2653,No,Yes,Yes,No,No,No
GRAD,Foreigner,China,2,F,School of Science,Out of Campus,2,2,3,2,2,2,2,2654,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,2,2,4,2,2,2,2,2655,Yes,Yes,Yes,No,No,No
